,id,label,n_tweets,n_mentions,country
990,4302,currmon,1,0, Spain
991,4304,lgbtbarny,1,0, USA
992,4309,transcasterrad1,1,0, USA
993,4316,urbaninstitute,1,1, USA
994,4325,gayelectro,2,0, USA
996,4327,isabellamisceo,1,0,Italy
997,4346,lastblkunicorn,4,0, USA
998,4350,davidcaryhart,15,1, USA
1006,4364,larryportera,0,4,Peru
1007,4366,amedawg18,3,0, USA
1008,4369,flaglib,1,0, USA
1009,4371,pauldunphy,1,0, Ireland
1010,4372,gutterbookshop,2,1, Ireland
1011,4373,whitmanwalker,2,0, USA
1013,4379,akmedia,2,0, USA
1014,4387,iamrob_08,1,0,Philippines
1015,4390,radicaltotal,1,0, Dominican Republic
1016,4392,talldarkandryan,4,2, USA
1017,4395,gaaaysinspaaace,1,0, USA
1018,4397,josephamadigan,1,0, Ireland
1019,4408,eljobebe,1,0, Ecuador
1020,4415,ashleynation14,2,0, USA
1021,4418,felisha_case,1,0, USA
1022,4419,forsomemasses,1,0, USA
1023,4425,gorevidal,1,0, USA
1024,4435,chimpactnetwork,2,0, USA
1025,4438,atlantisunreal,1,0, USA
1026,4440,anthealongo,1,0, Italy
1027,4449,theperfectcosmo,3,0, USA
1028,4451,soupdragon90,1,0, USA
1029,4459,tynkzesciany,1,0, USA
1030,4461,equalitywed,5,1, UK
1031,4467,benjaaquila,13,10, USA
1036,4468,silasdhouse,1,4, USA
1037,4494,r_bittner,1,0, Canada
1038,4500,robin_burkhardt,1,0, USA
1039,4501,anthony0358,3,0, USA
1040,4504,heey_nicolly,1,0,Brazil
1041,4506,greendragon9,5,0,Ireland
1042,4507,kandthesorrows,11,2, USA
1043,4516,sarahshook,11,2, USA
1044,4517,curtislwalker,3,0, USA
1045,4521,cameronugh,1,0, USA
1046,4522,aquiestoyysoy,4,0, Ecuador
1047,4524,silvitabuendia,2,2, Ecuador
1049,4528,elcandelario,1,2, Colombia
1050,4530,tridelicia1,2,0, Brazil
1051,4534,intocabwllo,1,1, Brazil
1052,4550,_alfacentauri,1,0, Argentina
1053,4560,awful_cin,3,0, UK
1054,4565,patty_hawthorne,1,0, USA
1055,4566,unitelaborohio,1,0, USA
1056,4567,dyr80309104,1,0, Indonesia
1057,4573,csdbremen,2,0, Germany
1058,4576,callmejevans,4,0, USA
1059,4577,highlightsfact,1,0, Japan
1060,4580,errolsalamon,1,0, USA
1061,4582,fouch_von,2,0, USA
1062,4585,katysmyno1,1,0, Canada
1063,4586,bedit,1,0, India
1064,4588,sliquid,4,2, USA
1065,4593,lacayom,4,0, USA
1066,4606,0lufem,1,0, Canada
1067,4609,getreading,4,1, UK
1069,4619,rgarciaf62,2,0, Spain
1070,4626,lobylyn,2,0, USA
1072,4629,drawingwithoutu,1,0, Spain
1073,4631,cheshellen,6,0, UK
1074,4642,tvvideodownload,1,0, USA
1075,4645,sassy_cassy09,1,1, USA
1076,4646,iamrmac,1,0, USA
1077,4648,dewaynesworld19,1,0, USA
1078,4651,cbragg34,1,0, USA
1079,4652,fedee_evans,1,0, Paraguay
1080,4653,flawdanative,1,0, USA
1081,4654,nocaptainreuben,2,0, UK
1082,4657,adsangelov,1,0, USA
1083,4672,ernver,1,0,Peru
1084,4676,lightcreativenc,1,0, USA
1085,4678,jgua5,1,0,United States
1086,4680,spdavis788,1,0, USA
1087,4687,suneetmahandru,3,0, USA
1088,4693,yeeehawwkarina,1,1, USA
1089,4695,lseefeldt3,1,0, USA
1090,4699,actupparis,1,1, France
1091,4708,clark_skaling,1,0,Nicaragua
1092,4711,julienoble38,1,0, USA
1093,4714,skhunt92,1,1, Ecuador
1094,4718,geekymelon,1,0, USA
1095,4719,shinjiinu,1,0, USA
1096,4720,angielovesships,1,0,Venezuela
1097,4739,zer0_w0lf,1,0, USA
1098,4742,joshsojoshy,1,0, USA
1099,4744,trashmccree,1,0, USA
1100,4745,daniela79_em,1,0, Italy
1101,4747,chiprocky,1,0, UK
1102,4751,annedemic,1,0, Canada
1103,4758,wordofgreen,5,0, USA
1104,4771,stefancrisan,1,1, Italy
1105,4772,socworkpodcast,3,0, USA
1106,4776,claysprofile,2,0, USA
1107,4778,footballinghell,1,0, USA
1108,4780,saljenn24,2,0, USA
1109,4783,guardiacivil,0,66,Spain
1110,4784,aishah_jade,1,0, UK
1111,4789,goopyspoon,1,0, Estonia
1112,4795,deezel21,1,0, USA
1113,4805,dejsmiles,1,0, Nigeria
1114,4807,isabelle1575,1,0,Switzerland
1115,4832,pride_site,2,7,United States
1118,4836,drewwest_press,1,1, USA
1119,4838,peachyydreams,1,0, USA
1120,4839,imissmedou,1,0,Canada
1121,4842,inurrieta,2,0, Spain
1122,4849,capecodcritter,1,0, USA
1123,4857,repertorionyc,2,0, USA
1124,4858,rational_idiot,1,0,Ireland
1125,4860,massimo_san,1,0, Italy
1126,4866,pluuey,1,0, USA
1127,4873,lovingavalance,3,0, USA
1128,4874,peternorthfelt,1,0, USA
1129,4876,endermiralis,1,0, UK
1130,4878,andr_w,1,0, USA
1131,4885,laslunasdunas,2,0, USA
1133,4887,qt_razer,1,0, United States
1134,4891,faai_oo,1,0, Thailand
1135,4904,iffconsultants,3,0, USA
1136,4911,spy464,1,0,United States
1137,4923,cinnamonbun92,1,0, USA
1138,4927,arielanatole,4,0, USA
1139,4935,livingfree_dan,2,0, UK
1140,4940,learn2buckup,1,0,North America
1141,4942,thatpeterfox,0,1, USA
1142,4945,sallyc06,2,0, UK
1144,4946,thejake_meister,1,0, USA
1145,4947,trevorreichle,0,1, USA
1146,4948,marcel15537,1,0, USA
1147,4965,carlatodd2,1,0, USA
1148,4985,rynkenney,1,0, USA
1149,4998,michaeltsarge,1,0, USA
1150,5002,rrnunez,1,0, USA
1151,5007,lefthandyogi,2,0,United States
1152,5009,clau13ari,1,0, Italy
1153,5010,greenmuco,1,0, Portugal
1154,5012,wreathedinrose,1,0, USA
1155,5021,wybme,2,0, USA
1157,5030,blackingtweet,1,3, Peru
1158,5044,shmanderz,2,0, USA
1159,5048,panwar_bishan,1,0,India
1160,5060,alexia4568,2,0, UK
1161,5063,leslieleship,5,0, USA
1162,5069,jkroik,3,0, USA
1163,5071,lovatisime,2,0,France
1164,5078,mauricemathey,1,0,Australia
1165,5086,phoenodavillain,1,1, USA
1166,5090,pitufa1973,1,0, Spain
1167,5096,jeeedgomez,1,0, USA
1168,5102,lilysmum2015,1,0, UK
1169,5113,king_femme,2,1, USA
1170,5119,rainfanu,1,0, USA
1171,5123,celheals,2,1, Canada
1173,5125,valjobow,1,0,Trinidad and Tobago
1174,5131,gil_joy5,1,0, USA
1175,5141,rdhesselbrock,1,0, USA
1176,5145,healthlawwillis,1,0, USA
1177,5162,alioska_dg,13,0, Peru
1179,5177,albertkohen34,1,0, Turkey
1180,5182,smilemorefolks,1,0, USA
1181,5183,mariacostaveitt,1,0, USA
1182,5186,xlunalissax,1,0, USA
1183,5193,faviator,11,0, USA
1184,5198,bowskeyes,3,0, USA
1185,5204,gojirama,1,0, USA
1186,5205,getshittyshow,1,0, USA
1187,5211,guyfan21,1,0,United States
1188,5220,famille2chats,2,0, France
1189,5230,kambambum,1,0, Germany
1190,5233,alexchandro99,1,0, Mexico
1191,5236,dire_donald,1,0, USA
1192,5237,ecbell86,2,0, Australia
1193,5249,ordinariaee,1,0, Chile
1194,5270,chorona2ponto0,1,0, USA
1195,5271,rcn400,1,0, USA
1196,5278,courtcan,1,0, USA
1197,5284,alkalinekiwi,2,0, New Zealand
1198,5298,philipenemer,1,0, USA
1199,5299,beepbomp,1,0,United States
1200,5306,robertmcvey42,1,0, USA
1201,5314,drfyne,1,0, USA
1202,5319,arquerito_,1,0, Uruguay
1203,5320,deathekiddo,1,0, France
1204,5327,agusmaier,1,0, Mexico
1205,5336,karasydney,7,0, UK
1206,5344,bwtibbitts,2,0, Canada
1208,5347,heysyd,2,0, USA
1210,5356,salitas24,1,0,Peru
1211,5357,itsthe1queen,14,0,United States
1212,5364,teregalvanperez,1,0, USA
1213,5370,ilpiolo,6,1, Mexico
1214,5375,jennychen8601,4,0,United States
1216,5393,dareling1986,1,0, USA
1217,5394,_maky,1,0, USA
1218,5397,kapnkrown,2,0, USA
1219,5399,alienpeppers12,2,0,United States
1221,5408,jongwon1917,3,0, Russia
1222,5414,_bonjourkatrina,1,0, USA
1223,5415,deloren_g,0,2, USA
1224,5418,causescienceok,1,0, India
1225,5423,mimix3,1,0, USA
1226,5431,highcountrynews,0,1, USA
1230,5437,guidofzt,0,4, Ecuador
1231,5439,abimisola00,4,0, USA
1233,5450,5goldguy5_mark,1,0, USA
1234,5460,comics_teacher,1,0, USA
1235,5464,compsytw,5,0, Taiwan
1238,5470,oing_18,1,0, Peru
1239,5473,_shyannehope,1,0, USA
1240,5481,jkrausher,1,0, Paraguay
1241,5489,moisiono,1,0, USA
1242,5493,angelt87651926,1,0, Mexico
1243,5498,outsidelongbox,2,0, USA
1244,5501,hangirl95,1,0, USA
1245,5507,goddesswift_,1,0,Peru
1246,5510,thefckzombieboy,1,0, USA
1247,5517,mariecheri,1,0, Mexico
1248,5522,dracogalax,1,0, Mexico
1249,5524,coseacaaso,2,0, Italy
1251,5525,notover9000,1,0, USA
1252,5535,beetlebabby,0,1, Canada
1253,5536,joseluis_ayalam,4,0, Mexico
1254,5545,byronl21,1,0, USA
1255,5549,zicozocialvol2,1,0, USA
1256,5550,alliestration,2,0, USA
1257,5555,garrettgivre,1,0, USA
1258,5559,ziamasters,3,3, Brazil
1261,5572,donegalh,2,0, USA
1262,5576,aiilovh,1,0, USA
1263,5578,woniza,2,6, Brazil
1264,5579,bootydevinexx,1,0, USA
1265,5590,stid42,2,0, USA
1266,5591,n2collaboration,3,0, USA
1267,5592,kittyd35,1,0, USA
1268,5593,anunlikelybrit,1,0, USA
1269,5599,nyakiogrieco,1,0, USA
1270,5601,juanjuanc25,1,0, USA
1271,5603,rgsunico,1,0, Philippines
1272,5608,fatilatuti,1,0, USA
1273,5610,54turnx,1,0, Brazil
1274,5613,frothdaughter,1,0, USA
1275,5615,croftsnemoto,1,0, Japan
1276,5616,stacybena96,1,0, Peru
1277,5618,cassie_complex,1,0, USA
1278,5621,asapmackenzie,1,0, USA
1279,5624,jeanieresists,1,0,United States
1280,5625,crashpalace,1,0, USA
1281,5638,5paceheart,1,0, UK
1282,5647,eye_dallas,1,0, USA
1283,5657,morgmeneshets,1,0, USA
1284,5658,jeffstrabone,1,0, USA
1285,5659,sabri7787,2,0, Canada
1286,5670,aristemo_gt,2,0,Guatemala
1288,5671,annenha08,1,0, Brazil
1289,5673,tahi_oaxaca,2,0, Mexico
1291,5683,cosimads,2,0, USA
1292,5684,existoxqresisto,1,0, USA
1293,5688,potamhel_,1,0, Philippines
1294,5691,juano1911,1,0, Colombia
1295,5696,hzrockgunsnros1,1,0, Mexico
1296,5699,allthelovehouis,2,0, USA
1298,5705,aldeanpickard,2,0, USA
1299,5709,pepperkatw,3,0, USA
1300,5712,rossmcghee44,1,0, USA
1301,5722,badwolf303,1,0, United States
1302,5751,marylop76967516,2,0, USA
1303,5753,sethlong3,1,0, USA
1304,5759,tembachi,3,0, Argentina
1305,5770,lorrainecladish,2,0, USA
1307,5772,gui__crf,1,0, Argentina
1308,5777,debrafowler,1,0, USA
1309,5779,ghostybelle,1,0, USA
1310,5791,elsalvadorg_sv,0,1,El Salvador
1311,5794,helenaruthmusic,1,0, USA
1312,5795,gaj724,1,0, USA
1313,5797,esmamependejos,1,0, Mexico
1314,5813,fabiancpolanco,1,0, Mexico
1315,5819,marciadorsey,1,0, USA
1316,5821,lylamiklos,1,0, Canada
1317,5833,alexmuar,1,0, USA
1318,5840,aigorms,1,0, Brazil
1319,5842,bemydal,1,0, USA
1320,5847,mx_tony,2,0, Mexico
1321,5849,avpgomez,3,1, USA
1322,5861,mistermysterio,3,0, USA
1323,5862,melengland,0,2, USA
1324,5864,vmasar1,1,0, USA
1325,5865,shasha9lives,1,0, USA
1326,5868,yana1954,1,0,Canada
1327,5869,saldeobed,1,0, Colombia
1328,5871,vikingsfankc,1,0, USA
1329,5877,kennethmleo,1,0, Philippines
1330,5889,lispyethandsome,1,4,Indonesia
1331,5893,not_a_prince_2,1,0, USA
1332,5894,steelclawedfox,1,1, USA
1333,5900,runningrabbit,1,0,United States
1334,5908,relzfran,1,0, USA
1335,5917,lovelabyrinths,1,0, United States
1336,5918,beanie_0,2,0, UK
1337,5930,ai_snake,8,0, USA
1338,5934,dalregu,4,1, El Salvador
1341,5945,k0ntradiksiy,1,0, Indonesia
1342,5948,jasminejolene,1,0,Sweden
1343,5949,glecilduh,1,0,Philippines
1344,5950,owocelots,1,0, USA
1345,5957,rmwttnbrg,1,0, Netherlands
1346,5958,enutt,1,0, USA
1347,5959,eggiuu,1,0,Brazil
1348,5961,curlyhottie,1,0, USA
1349,5965,mamelaine,1,0, USA
1350,5973,sxsgmo,1,0, Mexico
1351,5974,xxbang18,1,0, Indonesia
1352,5978,damicolau,1,0, Italy
1353,5984,tarshingo,0,2, India
1354,5987,martportaa,3,0, Argentina
1355,5999,hiyer,38,2, India
1357,6015,soyatoya_,3,0, Poland
1358,6022,dianaross019493,7,0,United States
1359,6032,riyah_noon,1,0, UK
1360,6033,sueellen305,1,0, UK
1361,6036,daniel_daiz,1,0, USA
1362,6047,asset_sale,1,0, Canada
1363,6049,herranzb,1,0, Spain
1364,6055,glenn_blueflame,2,0, Philippines
1365,6067,gerald892,1,0, Mexico
1366,6069,hushednolonger,1,0, Canada
1367,6071,scottishaqua,1,0, UK
1368,6074,whatacatchnash,1,0, USA
1369,6075,dididrama,1,0, UK
1370,6076,standfastonhigh,1,0, USA
1371,6080,hairazswag,1,0, France
1372,6088,meipletrees,1,0, Canada
1373,6089,awele__jpg,1,0, Canada
1374,6094,tof92130,3,0, USA
1375,6108,askhutch,3,0,United Kingdom
1376,6111,alebeneroso,1,0, Spain
1377,6113,josepabloesamor,1,0, Spain
1378,6116,axonrg,1,0, UK
1379,6120,adrianpardo_es,1,0, Spain
1380,6132,lylylovefamily,1,0,Japan
1381,6134,timarnold,1,0, UK
1382,6137,febri_ida,1,0,Indonesia
1383,6138,carlos_trullen,1,0,Spain
1384,6140,rock1991,1,0, USA
1385,6145,isma_jul,2,0, Spain
1386,6146,capuu_lgrd,2,0, France
1387,6152,oscarhumor,0,1, Spain
1388,6158,lady_tweety69,2,0, USA
1389,6162,johntrainbutler,0,6, Italy
1391,6163,lauramoradillo,1,0, Spain
1392,6165,deepalinaair,9,0,India
1393,6177,_bleedingglove_,1,0, Italy
1394,6192,wodgachef,1,0, Germany
1395,6194,samratsingh23,5,0, India
1396,6203,twicens,1,0, Spain
1397,6208,xxcarmustxx,1,0, Spain
1398,6222,dsegoviaatienza,1,0, Spain
1399,6228,cecihoneypixel,2,0, Brazil
1400,6235,femaai,1,0, Spain
1401,6241,jozecarloz,1,0, Canada
1402,6244,miralles1980,1,0, Netherlands
1403,6245,jesus1263jesus1,2,3, Spain
1405,6252,albbaa18,1,0, Spain
1406,6260,agbani_dnd,1,0,Nigeria
1407,6263,pippoplutopape4,1,0, Canada
1408,6269,magicalpride,3,1, France
1409,6273,smwij88,1,0,Sri Lanka
1410,6286,hiro36mati2121,1,0, Japan
1411,6301,ajauuu96,1,0, Spain
1412,6302,utuxedokamen,1,0, Turkey
1413,6317,carlassanchis,1,0, Spain
1414,6329,luuuciernaga,1,0, Spain
1415,6331,ordago13,1,0, Spain
1416,6381,eliocel,1,0, Spain
1417,6383,nicolah501,1,0,United Kingdom
1418,6387,patrisha78,1,0, Spain
1419,6406,_maralm,1,0, Spain
1420,6407,holiquital,1,0, USA
1421,6412,patriciadepedro,1,0, Spain
1422,6414,horda1980,1,0, Spain
1423,6419,brujaindigo,4,0, United States
1424,6427,helenhairnets,3,0, UK
1425,6431,drkamillak,7,0, UK
1426,6452,esteveserrano,3,0, Spain
1427,6456,_ruizjorge,1,1, Spain
1428,6461,etejedorg,1,0, Spain
1429,6472,silflo,1,0, France
1430,6479,andreagarcia9,1,0, Spain
1431,6482,capcbristol,6,0, USA
1432,6498,inunekodturn,1,0, Japan
1433,6499,_alejacastello,1,0, Spain
1434,6500,sebamben,1,0, Argentina
1435,6506,dan_dresdner,1,0, Germany
1436,6523,misster_r,1,0, Spain
1437,6531,gemmawhitty,3,0, UK
1438,6536,syd2000mp,1,0, Chile
1439,6537,rainbow9love,1,0, Japan
1440,6538,japna_p,3,0, India
1441,6546,franguaiume,1,0, Brazil
1442,6564,fsalagarcia,2,0, Spain
1443,6585,empoweredsgomez,1,2, USA
1444,6593,danieltower96,1,0,Atlantic Ocean
1445,6615,sajidjavid,3,0, UK
1447,6629,lucianilsson,1,0, Spain
1448,6639,skizooburn,1,0,Spain
1449,6645,sujai_yanto,1,0, Indonesia
1450,6647,annelwilcox13,1,0, UK
1451,6650,eliannalo,1,0, Spain
1452,6653,lu_yucherchen,1,0, USA
1453,6655,elfacho_soy,1,0,Paraguay
1454,6665,la_ciba,3,0, Spain
1455,6666,silartu,1,0, USA
1456,6673,_clauribses_01,1,0, Spain
1457,6679,nenaripollp,1,0, Spain
1458,6681,eveelyncarrillo,1,0, Spain
1459,6682,quartaparedepod,2,1, Brazil
1460,6685,tenista1971,1,0,Spain
1461,6686,acojer_asoc,2,0, Spain
1462,6689,paulyn1979_,1,0, Argentina
1463,6690,mariacarlop2002,1,0, Spain
1464,6692,f3rnw3h_,1,0, Spain
1465,6696,jvlarrosa,1,0, Spain
1466,6701,davematt88,1,0, USA
1467,6702,kunlakan40,1,0, Thailand
1468,6718,_alexavier1,2,0, Brazil
1469,6723,11jmartinm1,1,0, Spain
1470,6729,tayari,5,0, USA
1471,6758,gombachita,2,0, Spain
1472,6765,onvasara,1,0, Spain
1473,6769,lindy_bent26,1,0, USA
1474,6771,joselandi10,3,0, Argentina
1475,6772,diversitas2,1,0, Argentina
1476,6777,_maria_1996,1,0, Spain
1477,6780,nolle38,1,0, Spain
1478,6786,tahiti93,1,0, Australia
1479,6787,chattnoire,1,0,Spain
1480,6788,disappearfear,9,0, USA
1482,6803,howler0502,1,0, USA
1483,6808,peerieshopcafe,1,0, UK
1484,6811,oldtimerocker13,1,0, USA
1485,6812,redjacket2266,0,1,Spain
1486,6818,aez_ocap,1,0, Spain
1487,6820,antopileggi,1,0, Argentina
1488,6822,janemarie7650,1,0, USA
1489,6828,ajalella,1,0, Spain
1490,6832,paulaaamoreno,1,0, Spain
1491,6834,lararroxx,0,1, Spain
1492,6835,kabbalah1818,2,0, USA
1494,6838,boulevardcentre,1,0, UK
1495,6856,banaarah,1,0, Spain
1496,6858,sergipalaciosp1,1,0, Spain
1497,6862,esteevil,1,0, Spain
1498,6863,lichty_,1,0, USA
1499,6875,nohemidicuru,1,0, Spain
1500,6882,calumscott,2,17, UK
1502,6887,ohmypantis,1,0, Spain
1503,6895,thetaufa17,2,0,Fiji
1504,6902,wuyuansheng35,6,0, China
1510,6905,mcbridebobby30,1,0, USA
1511,6907,jantwo62,2,0, USA
1512,6909,radiomarcamur,5,2, Spain
1516,6914,davethemerman,1,0, Spain
1517,6924,sarilaborde,1,0, Argentina
1518,6931,bhight3,1,0, USA
1519,6939,anestraat,1,0, Spain
1520,6941,carol_33410,1,0, USA
1521,6942,fedeacademdq,1,0, Argentina
1522,6944,edsand27,1,0, USA
1523,6946,silvii_ml,1,0, Spain
1524,6947,swimmerbr78,2,0, USA
1525,6952,paosil18,1,0, Uruguay
1526,6959,fortezaa__,1,0, Spain
1527,6980,maansanra77,1,0, Spain
1528,6982,rossimarley1,1,0, Spain
1529,6990,sacuyob,1,0, Mexico
1530,6994,teeco71,6,2, USA
1532,6995,franzspace,1,0,Spain
1533,7000,jess_jonesxxx,2,0, UK
1534,7008,jotokk,1,0, Spain
1535,7015,josepduranbdn,1,0, Spain
1536,7019,christophergia,16,0, USA
1538,7037,veroalbaalba,1,0, Mexico
1539,7045,franzfifty,2,0,Switzerland
1540,7054,soaprookie,1,0, USA
1541,7055,ziosgo,1,0,Chile
1542,7057,cristinasf4,1,0, Spain
1543,7058,davidbp26,1,0, Spain
1544,7062,werwerf,1,0, Germany
1545,7067,pollsstar,1,0, USA
1546,7076,nnoaaaa__,2,0, Spain
1547,7085,neoghio,1,0,Gibraltar
1548,7089,wedy671999,1,0, Spain
1549,7093,pichicatero,2,0,Bolivia
1550,7121,thekiwibird37,1,0, USA
1551,7124,uamcuajimalpa,2,0, Mexico
1552,7136,moogbutts,1,0, USA
1553,7138,desamparadosb,1,0, Spain
1554,7146,guiguipang,1,0, Thailand
1555,7171,ciudad_magazine,0,3, Argentina
1556,7173,aleja_271113,1,0,Colombia
1557,7185,harris44_tl,1,0,United States
1558,7188,campaign_purple,1,0, USA
1559,7205,mtvitalia,0,2,Italy
1560,7216,memookda,1,0, Thailand
1561,7218,colectivonormal,1,0,El Salvador
1562,7219,surveyassemble,1,0, UK
1563,7223,pabloculellok,3,0, Argentina
1564,7224,antena3com,1,4, Spain
1565,7227,mnrk1998,1,0,Thailand
1566,7228,jxris___,2,0, Spain
1567,7230,albertoboix6,1,0, Spain
1568,7243,lelism_,1,0, Brazil
1569,7244,ufvbr,0,19, Brazil
1570,7249,deiser,1,0, Spain
1572,7251,mathfreireb_,1,0, Brazil
1573,7252,mayaalarcon8,2,0, Spain
1575,7255,kikegarciau,1,1, Peru
1577,7258,bayoumoonbeam97,1,0, USA
1578,7272,andrewmorrisuk,2,0, USA
1579,7281,overdoseaswell,1,0,Turkey
1580,7285,albertomclatas,1,0,Spain
1581,7287,frikeast,1,0, USA
1582,7304,arrobavictoria_,1,0, Brazil
1583,7305,miliandino18,1,0, Argentina
1584,7322,saralihuaap97,1,0, Spain
1585,7324,pixarru,2,0, Spain
1586,7330,danielalfc,1,0, Argentina
1587,7331,jgriggs3191,1,0, USA
1588,7334,sentencebender,5,1, USA
1589,7344,kleibermarchan_,1,0, Venezuela
1590,7346,lauren_hafley,1,0, USA
1591,7347,indie_sunshine,1,0, USA
1592,7357,warnermusicde,2,0, Germany
1593,7366,iiinp,1,0, USA
1594,7367,octagomesanta,1,0, Spain
1595,7374,ppoleiros,1,0, Portugal
1596,7375,veronicamsx,1,0,Colombia
1597,7376,aleixen__,1,0, Spain
1598,7380,silviagomez991,0,2, Spain
1599,7382,emelyechaucer,1,0, USA
1600,7386,springinsfeldje,1,0, France
1601,7388,johnnylemmon,2,0, Argentina
1602,7389,educacaobahia,2,0, Brazil
1603,7393,vr0k3n,2,0, Spain
1604,7396,naath_cardozo,1,0, Brazil
1605,7400,nahuimx,1,0, Mexico
1606,7406,lugaresgaycba,1,0, Argentina
1607,7413,bydudacristina,1,0, Brazil
1608,7431,biurrun74,1,0, Spain
1609,7432,philcobizzle,1,0, USA
1610,7434,hiideeandseek,1,0, Spain
1611,7436,kurestinarmada,1,0, USA
1612,7438,_pkmtp_,1,0,Thailand
1613,7459,rayjsucks,1,1, USA
1614,7466,cabelrom,1,0, Spain
1615,7468,quimsensek,1,0, Spain
1616,7470,mateuszczerkas,2,0, Poland
1617,7476,see_starling,1,0, USA
1618,7483,ssrc_org,1,0, USA
1619,7487,ccprltd,2,0,United Kingdom
1620,7494,joaq_fernandez,2,0, Argentina
1621,7506,elisendatgn,1,0, Spain
1622,7509,kelvinnnnnn3,1,0,United States
1623,7510,jaumecl98,1,0, Spain
1624,7512,captainrodes,2,0, USA
1625,7529,juanorimu,4,0, Spain
1626,7541,rkivetreasure,1,0, South Korea
1627,7544,kcihccihc,1,0, Japan
1628,7549,lautiiim16,1,0, Argentina
1629,7555,isamorill,1,0, Spain
1630,7556,vladidominguez,1,0, USA
1631,7564,s_miranda8,1,0, Spain
1632,7571,ritudhara7,7,0,India
1633,7580,brutmajeur,1,0, USA
1634,7582,velvetsilk,1,0, UK
1635,7591,djtonytoni,1,0, Philippines
1636,7592,alvxfenty,2,0, Spain
1637,7598,gsandra3105,1,0,Guatemala
1638,7608,haycote,2,0, UK
1639,7610,bancamadrid,5,0, Spain
1640,7616,samplear,1,0, Argentina
1641,7622,karenina_flores,1,0, Mexico
1642,7633,venversa26,1,0, Venezuela
1643,7634,micmusicpassion,1,0, USA
1644,7639,andrubangtan,1,0, Argentina
1645,7640,kartased,1,0,Belgium
1646,7642,pedrojdoc,4,1, Portugal
1651,7647,alinapraia,1,0, USA
1652,7653,almu_mendoza,1,0, Spain
1653,7660,yahaira_salinas,1,0, Mexico
1654,7661,_desubicada,1,0, USA
1655,7662,luciarg00,1,0,Spain
1656,7664,carocamdiaz,1,0, Spain
1657,7669,carlson9_tanner,1,0, USA
1658,7671,ollosdesal,1,0, Spain
1659,7672,lilmillan87,1,0, USA
1660,7674,itsnatmartinez,1,0, Spain
1661,7677,nuriasaurac,1,0, Spain
1662,7678,maaargareet,1,0, Spain
1663,7679,quiqueriv,1,0, Spain
1664,7682,yum_coke,2,0, USA
1665,7683,deinertscuban,1,0, USA
1666,7699,lavirgen11,1,0, USA
1667,7706,porternovelli,2,0, USA
1668,7707,luciammerino1,1,0, Spain
1669,7711,manu27ss,1,0, Spain
1670,7712,angrod69,1,0, USA
1671,7713,m111k3y55,1,0, Australia
1672,7715,musaalafuga,1,0, Spain
1673,7717,albaalara13,1,0, Spain
1674,7723,oddlysat1sfy1ng,1,0, USA
1675,7725,sorseli,1,0, Finland
1676,7727,jcoolero,1,0, Philippines
1677,7729,tinslamh,1,0, Mexico
1678,7730,solchumilanesi,1,0, Argentina
1679,7734,philiphonour,1,0, UK
1680,7738,ithasant,1,0, USA
1681,7751,martagmzc,1,0, Spain
1682,7752,yvaelterceroo,1,0, Argentina
1683,7781,merceddesmorale,1,0, Spain
1684,7791,julietallorens,1,0, Argentina
1685,7811,coecadiz,2,0, Spain
1686,7816,mexicandae,1,0, India
1687,7817,platiying95,1,0, China
1688,7819,frankie61406891,28,1, USA
1690,7835,srgg07,1,0, Spain
1691,7836,akilamantado,1,0, USA
1692,7843,sannounohaha,1,0, Japan
1693,7844,whooevenknows,1,0, USA
1694,7848,ramiro_echeniqu,2,0,Argentina
1695,7852,jimenez_gema,2,0, Spain
1696,7854,guerrawmichele,1,0, Brazil
1697,7856,gabrielderina,1,0, Philippines
1698,7863,caarlosmndza,1,0, Spain
1699,7866,ile_sucarrat5,1,0, Argentina
1700,7868,mariia_jf,1,0, Spain
1701,7875,cami_mezap,1,0,Colombia
1702,7878,myflamesbegin,1,0, Spain
1703,7885,vicky_pearce,1,0, UK
1704,7891,lluquino,1,0, USA
1705,7904,pirata_sabio,1,1, Spain
1706,7909,turnerwishes,1,0, Spain
1707,7912,vicarriyu,1,0, Spain
1708,7922,vanaver8,1,0, USA
1709,7923,sofichover,2,0, Argentina
1710,7924,kaluapiscis,1,0, Spain
1711,7925,andreama_10,1,0, Denmark
1712,7927,jorgecaneja,2,0,Spain
1713,7934,by_tani,1,0, Spain
1714,7935,raulmstsc,1,0, Spain
1715,7937,juanjosevillaxo,1,0, Mexico
1716,7938,nielonesia,2,0, Indonesia
1717,7940,voladoraserial,1,0, Argentina
1718,7943,loriuc2,1,0, Spain
1719,7944,bellopesss,1,0, USA
1720,7947,ribas_pepe,1,0, Spain
1721,7949,erranteroja,1,0, Spain
1722,7950,lbra930,1,0, Mexico
1723,7955,samantafarjat,1,0,Argentina
1724,7961,gabrielatraver,1,0, Spain
1725,7965,rocigc_99,1,0, Spain
1726,7966,osonegro01,1,0, Mexico
1727,7968,rekhilperts,3,0, USA
1728,7969,alchahest,1,0, Canada
1729,7975,marigodiva,1,0, Mexico
1730,7980,monkeybone64,1,0, USA
1731,7986,palabrademael,1,0, Spain
1732,7987,pabloestebanok,2,0, Argentina
