,from, to, weight, directed
25204,25074,25076,1,True
25205,25074,4587,1,True
25206,25074,4057,1,True
25207,25074,1334,1,True
25208,25074,134,1,True
25209,25074,25077,1,True
25210,25074,25078,1,True
25211,25074,12727,1,True
25212,25074,20669,1,True
25213,25079,25080,1,True
25214,25081,5568,1,True
25215,25082,1128,1,True
25216,25083,25084,1,True
25217,25085,24997,1,True
25218,25085,1345,1,True
25219,25086,444,1,True
25220,25086,21159,1,True
25221,25087,25088,1,True
25222,25087,25089,1,True
25223,25087,25090,1,True
25224,25091,23045,1,True
25225,25092,1128,1,True
25226,25093,20143,1,True
25227,25094,25013,1,True
25228,25094,3366,1,True
25229,25095,24571,1,True
25230,25096,18673,1,True
25231,25097,9807,1,True
25232,25098,24141,1,True
25233,25098,24142,1,True
25234,25098,24143,1,True
25235,25099,25100,1,True
25236,25099,25101,1,True
25237,25102,25103,1,True
25238,25104,25105,1,True
25239,25106,25107,1,True
25240,25108,16634,1,True
25241,25109,25110,1,True
25242,25111,25112,1,True
25243,25111,25113,1,True
25244,25111,25114,1,True
25245,25111,4832,1,True
25246,25111,1345,1,True
25247,25111,4307,1,True
25248,25115,25116,1,True
25249,25117,23032,1,True
25250,25118,22834,1,True
25251,25119,5568,1,True
25252,25120,25121,1,True
25253,25122,22892,1,True
25254,25122,22893,1,True
25255,25123,25124,1,True
25256,25123,1409,1,True
25257,25125,25126,1,True
25258,25127,25128,1,True
25259,25129,21885,1,True
25260,25130,25131,1,True
25261,25132,196,1,True
25262,25133,3051,1,True
25263,25133,1409,1,True
25264,25134,196,1,True
25265,25134,22746,1,True
25266,25135,21249,1,True
25267,25136,25137,1,True
25268,25138,1128,1,True
25269,25139,16751,1,True
25270,25140,21249,1,True
25271,25141,22198,1,True
25272,25142,16751,1,True
25273,25143,21792,1,True
25274,25144,25145,1,True
25275,25146,1771,1,True
25276,25147,9327,1,True
25277,25148,25149,1,True
25278,13383,25150,1,True
25279,13383,13383,4,True
25280,25151,23972,1,True
25281,25152,25153,1,True
25282,25154,21454,1,True
25283,25155,24717,1,True
25284,25156,25157,1,True
25285,25158,114,1,True
25286,25159,25160,1,True
25287,25161,15536,1,True
25288,25161,25162,1,True
25289,25163,4650,1,True
25290,9393,25164,1,True
25291,25165,25166,1,True
25292,25167,23061,1,True
25293,25168,25169,1,True
25294,25170,6882,1,True
25295,25170,6883,1,True
25296,25171,1293,1,True
25297,25172,1128,1,True
25298,11364,18242,1,True
25299,25173,24272,1,True
25300,25174,1128,1,True
25301,25175,3051,1,True
25302,25175,1409,1,True
25303,25176,20143,1,True
25304,25177,25178,1,True
25305,25179,21159,1,True
25306,25180,196,1,True
25307,25181,25182,1,True
25308,25183,25184,1,True
25309,25183,25185,1,True
25310,25186,25105,1,True
25311,25187,24301,1,True
25312,25188,16022,1,True
25313,25189,25190,1,True
25314,25189,25191,1,True
25315,25192,15889,1,True
25316,25193,196,1,True
25317,25194,23479,1,True
25318,25195,1293,1,True
25319,25196,16902,1,True
25320,25197,25198,1,True
25321,25197,18570,1,True
25322,25199,25199,1,True
25323,25200,21249,1,True
25324,25201,22272,1,True
25325,25201,22273,1,True
25326,25202,11287,1,True
25327,25203,2677,1,True
25328,25203,982,1,True
25329,25204,24923,1,True
25330,25205,25206,1,True
25331,25207,6596,1,True
25332,25208,22419,1,True
25333,25209,24977,1,True
25334,25185,25185,1,True
25335,25210,17710,1,True
25336,25211,3051,1,True
25337,25211,1409,1,True
25338,25212,25213,1,True
25339,25214,16902,1,True
25340,2709,24547,1,True
25341,25215,25216,1,True
25342,25217,25218,1,True
25343,25217,25219,1,True
25344,4524,9327,1,True
25345,25220,10107,1,True
25346,25221,9641,1,True
25347,25222,5568,1,True
25348,25223,24913,1,True
25349,25224,25225,1,True
25350,25226,494,1,True
25351,25226,12164,1,True
25352,25227,25228,1,True
25353,25227,25229,1,True
25354,25230,20143,1,True
25355,25231,696,1,True
25356,25232,23937,1,True
25357,25233,25234,1,True
25358,25235,16770,1,True
25359,25236,25198,1,True
25360,25236,18570,1,True
25361,25237,1396,1,True
25362,21662,444,1,True
25363,21662,21159,1,True
25364,25238,24571,1,True
25365,25239,17394,1,True
25366,25240,14578,1,True
25367,25241,25242,1,True
25368,25241,25241,1,True
25369,25243,25244,1,True
25370,25245,16759,1,True
25371,25246,25247,1,True
25372,25248,25249,1,True
25373,25250,9628,1,True
25374,25251,5568,1,True
25375,25252,4767,1,True
25376,25252,24174,1,True
25377,25253,9628,1,True
25378,25254,25255,1,True
25379,25256,1128,1,True
25380,25257,16236,1,True
25381,25258,20143,1,True
25382,25259,23951,1,True
25383,25260,20143,1,True
25384,25261,24571,1,True
25385,25262,13335,1,True
25386,25263,25264,1,True
25387,25265,20143,1,True
25388,25266,1128,1,True
25389,25267,23479,1,True
25390,25268,196,1,True
25391,5788,25269,1,True
25392,5788,14890,1,True
25393,25270,25271,1,True
25394,25272,24503,1,True
25395,25273,22956,1,True
25396,25273,22957,1,True
25397,25273,4170,1,True
25398,25274,1128,1,True
25399,25275,25276,1,True
25400,25277,1128,1,True
25401,25278,25279,1,True
25402,25280,25281,1,True
25403,25282,16022,1,True
25404,25283,25283,2,True
25405,25284,25285,1,True
25406,25284,12228,1,True
25407,25286,1740,1,True
25408,25287,25288,1,True
25409,25289,24902,1,True
25410,25289,24903,1,True
25411,25290,25291,1,True
25412,25292,641,1,True
25413,25293,8583,1,True
25414,25294,24317,1,True
25415,25295,20143,1,True
25416,25296,1128,1,True
25417,25297,25298,1,True
25418,25299,15637,1,True
25419,25299,24578,1,True
25420,25300,25301,1,True
25421,25302,1128,1,True
25422,25303,23891,1,True
25423,25304,10107,1,True
25424,25305,25306,1,True
25425,25305,2112,1,True
25426,25307,25308,1,True
25427,25309,23057,1,True
25428,25310,25311,1,True
25429,25312,24923,1,True
25430,25313,25314,1,True
25431,25315,19289,1,True
25432,25316,16022,1,True
25433,25317,20143,1,True
25434,25318,1128,1,True
25435,25319,1293,1,True
25436,25320,25321,1,True
25437,25322,1128,1,True
25438,25323,114,1,True
25439,25324,1128,1,True
25440,2727,25013,1,True
25441,2727,3366,1,True
25442,25325,21333,1,True
25443,25326,24710,1,True
25444,2709,25327,1,True
25445,25328,24571,1,True
25446,25329,24952,1,True
25447,25330,4587,1,True
25448,25331,5337,1,True
25449,25332,14832,1,True
25450,25332,25333,1,True
25451,8644,24717,1,True
25452,25334,1409,1,True
25453,25335,21941,1,True
25454,19836,17710,1,True
25455,25336,13446,1,True
25456,25337,25338,1,True
25457,25339,1128,1,True
25458,25340,4953,1,True
25459,25341,24710,1,True
25460,21037,21037,1,True
25461,25342,25343,1,True
25462,25342,25344,1,True
25463,25342,25345,1,True
25464,25342,4169,1,True
25465,25346,9022,1,True
25466,25346,25347,1,True
25467,25348,16902,1,True
25468,13738,20583,1,True
25469,25349,1519,1,True
25470,25350,20475,1,True
25471,25351,25352,1,True
25472,25353,13335,1,True
25473,25354,22834,1,True
25474,25355,21885,1,True
25475,25356,16985,1,True
25476,25356,16986,1,True
25477,25357,24717,1,True
25478,25358,9022,1,True
25479,25358,25347,1,True
25480,25359,15889,1,True
25481,25360,8170,1,True
25482,25361,1128,1,True
25483,25362,25363,1,True
25484,25362,4710,1,True
25485,25364,1771,1,True
25486,25365,25366,1,True
25487,25367,988,1,True
25488,25368,20855,1,True
25489,25369,20143,1,True
25490,25370,1128,1,True
25491,25371,1128,1,True
25492,25372,21717,1,True
25493,18344,25373,1,True
25494,18344,25374,1,True
25495,25375,1519,1,True
25496,25376,1771,1,True
25497,25377,20143,1,True
25498,25378,25366,1,True
25499,2709,11287,1,True
25500,25379,114,1,True
25501,25380,8856,1,True
25502,25380,5297,1,True
25503,25380,3449,1,True
25504,25380,8857,1,True
25505,25380,8858,1,True
25506,25381,25281,1,True
25507,25382,4170,1,True
25508,25383,25384,1,True
25509,25385,23250,1,True
25510,25386,1128,1,True
25511,25387,11287,1,True
25512,15427,4409,1,True
25513,25388,1128,1,True
25514,25389,22991,1,True
25515,25389,22493,1,True
25516,25389,611,1,True
25517,25389,22055,1,True
25518,25390,20121,1,True
25519,25390,20122,1,True
25520,25391,16902,2,True
25521,25392,18154,1,True
25522,25393,11346,1,True
25523,25394,1128,1,True
25524,25395,25396,1,True
25525,25397,23057,1,True
25526,25398,25399,1,True
25527,25400,23061,1,True
25528,25401,22834,1,True
25529,25402,1128,1,True
25530,25403,22198,1,True
25531,25404,22153,1,True
25532,25405,25406,1,True
25533,25407,182,1,True
25534,25408,24908,1,True
25535,1706,25409,1,True
25536,25410,25411,1,True
25537,25412,22897,1,True
25538,25413,9022,1,True
25539,25413,25347,1,True
25540,25414,25415,1,True
25541,25416,25417,1,True
25542,25418,25419,1,True
25543,25420,24794,1,True
25544,25421,24091,1,True
25545,25422,23430,1,True
25546,25423,1128,1,True
25547,24684,4252,1,True
25548,24684,23344,2,True
25549,25424,21422,1,True
25550,25425,23479,1,True
25551,25426,25427,1,True
25552,25426,25428,1,True
25553,25429,11287,1,True
25554,25430,25431,1,True
25555,25432,1128,1,True
25556,22932,25433,1,True
25557,25434,23338,1,True
25558,25435,24717,1,True
25559,25436,18673,1,True
25560,25437,22836,1,True
25561,25438,25439,1,True
25562,25440,18344,1,True
25563,25440,25373,1,True
25564,25440,25374,1,True
25565,25441,8170,1,True
25566,8302,18673,1,True
25567,25442,1128,1,True
25568,25443,24339,1,True
25569,25444,1128,1,True
25570,25445,196,1,True
25571,17556,25446,1,True
25572,25447,1771,1,True
25573,25448,25449,1,True
25574,19541,18559,1,True
25575,25450,5529,1,True
25576,25451,24923,1,True
25577,25452,1281,1,True
25578,10848,1281,1,True
25579,25453,25178,1,True
25580,25454,24908,1,True
25581,25455,25456,1,True
25582,25457,1128,1,True
25583,665,25458,1,True
25584,665,24090,1,True
25585,665,1409,1,True
25586,25459,3051,1,True
25587,25459,1409,1,True
25588,25460,22028,1,True
25589,25461,24091,1,True
25590,25462,2829,1,True
25591,25463,1128,1,True
25592,25464,15912,1,True
25593,25465,3654,1,True
25594,25466,20255,1,True
25595,25467,16751,1,True
25596,25468,24923,1,True
25597,25469,25470,1,True
25598,25471,14832,1,True
25599,25471,25333,1,True
25600,25472,25384,1,True
25601,25473,14510,1,True
25602,25474,18569,1,True
25603,25474,18570,1,True
25604,25475,1128,1,True
25605,25476,8170,1,True
25606,25477,696,1,True
25607,25478,23891,1,True
25608,25479,25480,1,True
25609,25481,1281,1,True
25610,25482,718,1,True
25611,25483,22932,1,True
25612,25483,25433,1,True
25613,25484,25485,1,True
25614,25486,4953,1,True
25615,25487,25488,1,True
25616,25489,331,1,True
25617,25490,25491,1,True
25618,25492,25493,1,True
25619,20922,25494,1,True
25620,25495,15912,1,True
25621,25496,2059,1,True
25622,25497,17710,1,True
25623,25498,25499,1,True
25624,25498,25500,1,True
25625,25501,25502,1,True
25626,25503,6949,2,True
25627,25504,16022,1,True
25628,25505,25506,1,True
25629,25507,25508,1,True
25630,25509,25510,1,True
25631,25511,18673,1,True
25632,25512,8477,1,True
25633,25513,196,1,True
25634,25514,23479,1,True
25635,25515,23915,1,True
25636,25516,23984,1,True
25637,25517,8391,1,True
25638,25518,1128,1,True
25639,25519,24902,1,True
25640,25519,24903,1,True
25641,25520,196,1,True
25642,25521,1128,1,True
25643,25522,25279,1,True
25644,25523,25279,1,True
25645,25524,18673,1,True
25646,25525,24710,1,True
25647,25526,16022,1,True
25648,25527,25384,1,True
25649,25528,16022,1,True
25650,25529,24699,1,True
25651,25530,8170,1,True
25652,25531,21446,1,True
25653,25532,25533,1,True
25654,25532,16382,1,True
25655,25534,21310,1,True
25656,25535,17710,1,True
25657,25536,21422,1,True
25658,25537,25538,1,True
25659,25539,22232,1,True
25660,25540,15912,1,True
25661,25541,11287,1,True
25662,7767,7759,1,True
25663,7767,7760,1,True
25664,25542,25543,1,True
25665,25544,23057,1,True
25666,25545,1128,1,True
25667,25546,21333,1,True
25668,25547,1037,1,True
25669,25548,23479,1,True
25670,25549,7624,1,True
25671,25550,21333,1,True
25672,25551,1128,1,True
25673,25552,24091,1,True
25674,25553,6949,1,True
25675,25554,25555,1,True
25676,25556,5568,1,True
25677,25557,8317,1,True
25678,25557,8318,1,True
25679,25558,25543,1,True
25680,25559,24223,1,True
25681,25559,24224,1,True
25682,25560,23937,1,True
25683,25561,24223,1,True
25684,25561,24224,1,True
25685,25014,25562,1,True
25686,25563,25563,1,True
25687,25564,1128,1,True
25688,25565,25566,1,True
25689,25565,25567,1,True
25690,25565,25568,1,True
25691,25565,25569,1,True
25692,25565,25570,1,True
25693,25565,25571,1,True
25694,25572,21454,1,True
25695,25573,24091,1,True
25696,25574,196,1,True
25697,10226,13335,1,True
25698,25575,21717,1,True
25699,25576,21110,1,True
25700,25577,16751,1,True
25701,25578,1396,1,True
25702,25579,16022,1,True
25703,25580,4252,1,True
25704,25580,23344,2,True
25705,25581,25582,1,True
25706,25583,25584,1,True
25707,25583,25583,1,True
25708,25585,25586,1,True
25709,25587,14832,1,True
25710,25587,25333,1,True
25711,25588,20143,1,True
25712,25589,17710,1,True
25713,25590,24717,1,True
25714,25591,196,1,True
25715,25592,23479,1,True
25716,25593,24796,1,True
25717,25594,1128,1,True
25718,25595,1128,1,True
25719,25596,1128,1,True
25720,25597,23575,1,True
25721,25597,23576,1,True
25722,25598,18570,1,True
25723,25599,4170,1,True
25724,25600,24571,1,True
25725,25601,11581,1,True
25726,25602,25603,1,True
25727,25601,16022,1,True
25728,25604,25605,1,True
25729,25606,22834,1,True
25730,25607,14424,1,True
25731,25608,25609,1,True
25732,25610,14832,1,True
25733,25611,23184,1,True
25734,25612,11287,1,True
25735,527,25613,1,True
25736,25614,18559,1,True
25737,25615,25616,1,True
25738,25617,2043,1,True
25739,25617,2042,1,True
25740,25618,21885,1,True
25741,25619,20143,1,True
25742,25620,20143,1,True
25743,19920,15912,1,True
25744,25621,5568,1,True
25745,1607,5568,1,True
25746,25622,196,1,True
25747,25623,21333,1,True
25748,25624,25625,1,True
25749,25578,21249,1,True
25750,25626,17316,2,True
25751,25627,5568,1,True
25752,25628,11287,1,True
25753,25629,24223,1,True
25754,25629,24224,1,True
25755,25630,9641,1,True
25756,25631,5568,1,True
25757,25632,24796,1,True
25758,25633,24301,1,True
25759,25634,25635,1,True
25760,25636,25637,1,True
25761,25638,25639,1,True
25762,25640,11575,1,True
25763,25641,12660,1,True
25764,25642,25643,1,True
25765,25644,25645,1,True
25766,25618,1128,1,True
25767,25646,25647,1,True
25768,25646,24301,1,True
25769,5076,3424,1,True
25770,25648,1128,1,True
25771,25649,25637,1,True
25772,25650,25637,1,True
25773,25651,4409,1,True
25774,25652,17710,1,True
25775,25653,2067,1,True
25776,25654,22834,1,True
25777,25655,15637,1,True
25778,25655,24578,1,True
25779,25656,696,1,True
25780,25657,25637,1,True
25781,25658,18673,1,True
25782,25659,1128,1,True
25783,25660,4252,1,True
25784,25660,23344,2,True
25785,25661,25637,1,True
25786,25662,696,1,True
25787,25663,25637,1,True
25788,25664,25665,2,True
25789,25666,19223,1,True
25790,25667,25668,1,True
25791,25669,16902,1,True
25792,25670,25671,1,True
25793,25672,25637,1,True
25794,25673,25674,1,True
25795,25675,25637,1,True
25796,25676,8477,1,True
25797,25677,21249,1,True
25798,25678,11,1,True
25799,25679,1128,1,True
25800,25680,13335,1,True
25801,25681,25682,1,True
25802,25681,14578,1,True
25803,25683,21746,1,True
25804,25683,25684,1,True
25805,25683,25685,1,True
25806,25683,25686,1,True
25807,25683,21757,1,True
25808,25683,21759,1,True
25809,25683,21760,1,True
25810,25683,21754,1,True
25811,25683,25687,1,True
25812,25683,25688,1,True
25813,25683,21752,1,True
25814,25683,21756,1,True
25815,25683,25689,1,True
25816,25683,25683,1,True
25817,25683,25690,1,True
25818,25691,114,1,True
25819,25692,1409,1,True
25820,25693,22834,1,True
25821,25694,20143,1,True
25822,25695,24223,1,True
25823,25695,24224,1,True
25824,25696,23575,1,True
25825,25696,23576,1,True
25826,25697,1128,1,True
25827,25698,8477,1,True
25828,25699,24091,1,True
25829,25700,23479,1,True
25830,25701,1128,1,True
25831,25702,14984,1,True
25832,25702,14985,1,True
25833,25702,14986,1,True
25834,25702,14987,1,True
25835,25702,14988,1,True
25836,25703,5568,1,True
25837,25704,25705,1,True
25838,25706,16022,1,True
25839,25707,22599,1,True
25840,25707,22600,1,True
25841,25708,25709,1,True
25842,25710,25637,1,True
25843,25186,21224,1,True
25844,25711,25449,1,True
25845,25712,24503,1,True
25846,7246,1858,1,True
25847,25713,22477,1,True
25848,25713,22478,1,True
25849,25714,25715,1,True
25850,25716,5568,1,True
25851,25717,25718,1,True
25852,25719,25718,1,True
25853,25720,25721,1,True
25854,25722,25722,1,True
25855,25723,25724,1,True
25856,25725,20143,1,True
25857,25726,25727,1,True
25858,25726,9544,1,True
25859,25728,8170,1,True
25860,25729,10023,1,True
25861,25729,10022,1,True
25862,25730,15912,1,True
25863,25731,22198,1,True
25864,25732,22335,1,True
25865,25733,13335,1,True
25866,25734,16759,1,True
25867,25735,25718,1,True
25868,25736,25639,1,True
25869,25737,21333,1,True
25870,25738,23984,1,True
25871,25739,2059,1,True
25872,25740,20143,1,True
25873,25741,6336,1,True
25874,25742,25743,1,True
25875,25744,18570,1,True
25876,25745,24571,1,True
25877,1932,24091,1,True
25878,25746,25718,1,True
25879,25747,15637,1,True
25880,25747,15638,1,True
25881,25748,25637,1,True
25882,25749,10605,1,True
25883,25750,13335,1,True
25884,25751,16022,1,True
25885,25752,5788,1,True
25886,25752,25269,1,True
25887,25752,14890,1,True
25888,25753,21333,1,True
25889,25754,9022,1,True
25890,25754,25347,1,True
25891,25755,8170,1,True
25892,25756,22419,1,True
25893,25757,15637,1,True
25894,25757,24578,1,True
25895,25758,11287,1,True
25896,25759,25718,1,True
25897,25760,25718,1,True
25898,25761,24301,1,True
25899,25762,5568,1,True
25900,25763,16022,1,True
25901,25764,24734,1,True
25902,25765,10175,1,True
25903,25766,25718,1,True
25904,25767,696,2,True
25905,25768,1128,1,True
25906,25769,17710,1,True
25907,25770,14820,2,True
25908,25770,14821,1,True
25909,25771,20143,1,True
25910,25772,4030,1,True
25911,25773,15637,1,True
25912,25773,15638,1,True
25913,25774,25637,1,True
25914,25775,23479,1,True
25915,25776,14578,1,True
25916,25777,25778,1,True
25917,25779,11287,1,True
25918,25780,1128,1,True
25919,25781,24772,1,True
25920,25782,25718,1,True
25921,25783,24772,1,True
25922,25784,1128,1,True
25923,25785,2059,1,True
25924,25786,1128,1,True
25925,25787,24772,1,True
25926,25788,22572,1,True
25927,25789,24772,1,True
25928,25790,996,1,True
25929,25791,25718,1,True
25930,25792,18559,1,True
25931,25793,16902,1,True
25932,25794,1128,1,True
25933,25795,25718,1,True
25934,25796,381,1,True
25935,25797,5568,1,True
25936,25798,331,1,True
25937,25799,25800,1,True
25938,25801,1837,1,True
25939,25802,21942,1,True
25940,25802,25803,1,True
25941,25804,3051,1,True
25942,25804,1409,1,True
25943,25805,22834,1,True
25944,25806,24091,1,True
25945,25807,25808,1,True
25946,25809,12525,2,True
25947,25809,12194,1,True
25948,25810,22572,1,True
25949,25811,25812,1,True
25950,25811,25813,1,True
25951,25811,25811,1,True
25952,25814,15912,1,True
25953,25815,25816,1,True
25954,25815,25817,1,True
25955,25815,25818,1,True
25956,25819,25637,1,True
25957,25820,1128,1,True
25958,25821,2124,1,True
25959,25821,25822,1,True
25960,25823,25216,1,True
25961,25824,22857,1,True
25962,25825,5568,1,True
25963,25826,2195,1,True
25964,25827,25827,1,True
25965,25827,25828,1,True
25966,25829,25829,1,True
25967,25830,11287,1,True
25968,25831,24233,1,True
25969,25831,1160,1,True
25970,25832,25833,1,True
25971,25834,25718,1,True
25972,25835,5568,1,True
25973,25836,25837,1,True
25974,25838,24772,1,True
25975,25839,25840,1,True
25976,25841,8170,1,True
25977,25842,25671,1,True
25978,25843,1128,1,True
25979,25844,21349,1,True
25980,25845,3051,1,True
25981,25845,1409,1,True
25982,25846,25847,1,True
25983,25848,1128,1,True
25984,25849,11287,1,True
25985,25850,25851,1,True
25986,25852,25853,1,True
25987,25854,1128,1,True
25988,25855,25847,1,True
25989,25856,22857,1,True
25990,25857,25858,1,True
25991,25859,2059,1,True
25992,25860,1128,1,True
25993,25861,25862,1,True
25994,25863,23430,1,True
25995,25864,1128,1,True
25996,25865,1409,1,True
25997,25866,21224,1,True
25998,25867,25718,1,True
25999,25868,22272,1,True
26000,25868,22273,1,True
26001,25869,25870,1,True
26002,25871,25872,1,True
26003,25873,1128,1,True
26004,25874,5568,1,True
26005,25875,21249,1,True
26006,25876,21388,1,True
26007,25877,25878,1,True
26008,25879,23479,1,True
26009,25869,25880,1,True
26010,25881,196,1,True
26011,25817,25816,1,True
26012,25817,25817,1,True
26013,25817,25818,1,True
26014,25882,25883,1,True
26015,25884,1128,1,True
26016,25885,23969,1,True
26017,25886,25887,1,True
26018,25886,25888,1,True
26019,25889,1128,1,True
26020,25890,9435,1,True
26021,25891,19971,1,True
26022,25892,6706,1,True
26023,25893,25894,1,True
26024,25895,5568,1,True
26025,25896,1128,1,True
26026,25897,23780,1,True
26027,25898,25899,1,True
26028,25900,21375,1,True
26029,25901,21249,1,True
26030,25902,25718,1,True
26031,25903,22512,1,True
26032,25904,23891,1,True
26033,25905,25279,1,True
26034,25906,1128,1,True
26035,25907,1128,1,True
26036,25908,271,1,True
26037,25908,764,2,True
26038,25909,25470,1,True
26039,22194,25894,1,True
26040,25910,25911,1,True
26041,25912,24710,1,True
26042,25913,24065,1,True
26043,25914,1281,1,True
26044,25915,11287,1,True
26045,25916,12525,2,True
26046,25916,12194,1,True
26047,25917,22834,1,True
26048,25918,11287,1,True
26049,25919,21323,1,True
26050,25920,25921,1,True
26051,25920,16895,1,True
26052,25922,25923,1,True
26053,25924,1128,1,True
26054,25925,19289,1,True
26055,25926,25637,1,True
26056,25927,5568,1,True
26057,15591,25543,1,True
26058,25928,20143,1,True
26059,25929,25930,1,True
26060,25931,17710,1,True
26061,25932,25933,1,True
26062,25934,21717,1,True
26063,25935,25936,1,True
26064,25937,1128,1,True
26065,25938,24571,1,True
26066,25939,24400,1,True
26067,25940,25941,1,True
26068,25942,1293,1,True
26069,25943,25944,1,True
26070,25945,1188,1,True
26071,25946,20143,1,True
26072,25947,1128,1,True
26073,25948,4690,1,True
26074,25949,196,1,True
26075,25950,25951,1,True
26076,25950,25952,1,True
26077,25950,25953,1,True
26078,25954,5337,1,True
26079,25955,24571,1,True
26080,25956,25957,1,True
26081,25956,1281,1,True
26082,25958,4710,1,True
26083,25958,5851,1,True
26084,25959,12727,1,True
26085,25959,25960,1,True
26086,25959,25961,1,True
26087,25962,25963,1,True
26088,25964,20143,1,True
26089,25965,20143,1,True
26090,25966,25967,1,True
26091,25968,1128,1,True
26092,25969,25970,1,True
26093,25971,17013,1,True
26094,25972,4252,1,True
26095,25973,20143,1,True
26096,25974,25975,1,True
26097,25976,25718,1,True
26098,25977,4690,1,True
26099,25978,25978,6,True
26100,25978,25979,6,True
26101,25980,21249,1,True
26102,25981,21249,1,True
26103,25982,23430,1,True
26104,25983,1128,1,True
26105,25984,2382,1,True
26106,25984,11286,1,True
26107,25985,21496,1,True
26108,25986,18673,1,True
26109,25987,1128,1,True
26110,25988,25989,1,True
26111,25988,25990,1,True
26112,25991,196,1,True
26113,25992,25993,1,True
26114,25994,16677,1,True
26115,25995,18559,1,True
26116,25996,5768,1,True
26117,25996,25997,1,True
26118,25996,25998,1,True
26119,25999,26000,1,True
26120,26001,21333,1,True
26121,11953,134,1,True
26122,26002,26003,1,True
26123,26004,25718,1,True
26124,26005,21249,1,True
26125,26006,114,1,True
26126,26007,196,1,True
26127,26008,25637,1,True
26128,26009,21249,1,True
26129,26010,26011,1,True
26130,26012,15912,1,True
26131,26013,26014,1,True
26132,26015,24796,1,True
26133,26016,24301,1,True
26134,26017,26018,1,True
26135,26019,19547,1,True
26136,26020,26021,1,True
26137,26022,21249,1,True
26138,26023,25718,1,True
26139,26024,21249,1,True
26140,26025,4767,1,True
26141,26025,24174,1,True
26142,26026,25637,1,True
26143,24047,1128,1,True
26144,26027,1128,1,True
26145,26028,25718,1,True
26146,26029,26030,1,True
26147,26031,22011,1,True
26148,26032,23359,1,True
26149,26033,1740,1,True
26150,26034,26030,1,True
26151,26035,26036,1,True
26152,26035,26037,1,True
26153,26035,26038,1,True
26154,26035,26035,1,True
26155,26035,26039,1,True
26156,26040,16859,1,True
26157,26041,25718,1,True
26158,2709,525,1,True
26159,26042,1128,1,True
26160,15262,26043,1,True
26161,26044,1128,1,True
26162,26045,3482,1,True
26163,26046,24717,1,True
26164,26047,1128,1,True
26165,26048,696,1,True
26166,26049,11953,1,True
26167,26049,134,1,True
26168,26050,20143,1,True
26169,26051,26043,1,True
26170,26052,25718,1,True
26171,26053,26054,1,True
26172,26055,21446,1,True
26173,26056,1909,1,True
26174,26057,17582,1,True
26175,26057,611,1,True
26176,26058,24471,1,True
26177,26058,24472,1,True
26178,26058,24473,1,True
26179,26058,24474,1,True
26180,26058,24475,1,True
26181,26058,24476,1,True
26182,26058,24477,1,True
26183,26058,24478,1,True
26184,26058,24479,1,True
26185,26058,24480,1,True
26186,26058,24481,1,True
26187,26058,24482,1,True
26188,26058,24483,1,True
26189,26058,24484,1,True
26190,26058,24485,1,True
26191,26059,26060,1,True
26192,26061,26054,1,True
26193,26062,196,1,True
26194,26063,25637,1,True
26195,26064,22594,1,True
26196,26065,26066,1,True
26197,15262,1409,1,True
26198,26067,24184,1,True
26199,26067,24185,1,True
26200,26067,24186,1,True
26201,26068,26069,1,True
26202,26068,26070,1,True
26203,26071,573,1,True
26204,26072,26054,1,True
26205,24578,26073,1,True
26206,24578,15637,1,True
26207,24578,24578,1,True
26208,26074,10171,1,True
26209,26075,1128,1,True
26210,26076,1128,1,True
26211,26077,1128,1,True
26212,26078,23430,1,True
26213,26079,4170,1,True
26214,26080,25671,1,True
26215,26081,26082,1,True
26216,26081,26083,1,True
26217,26084,26085,1,True
26218,26086,21388,1,True
26219,26087,26088,1,True
26220,26089,18154,1,True
26221,26090,26091,1,True
26222,337,26030,1,True
26223,26092,16022,1,True
26224,26093,11108,2,True
26225,26094,23503,1,True
26226,26094,23504,1,True
26227,26095,26096,1,True
26228,26097,26098,1,True
26229,26099,3160,1,True
26230,26100,17911,1,True
26231,26101,26102,1,True
26232,26103,25816,1,True
26233,26104,10605,1,True
26234,26105,20143,1,True
26235,26106,26107,1,True
26236,26108,21717,1,True
26237,26109,26110,1,True
26238,26111,26110,1,True
26239,26112,1128,1,True
26240,4008,5264,1,True
26241,26113,21717,1,True
26242,26114,21918,1,True
26243,26115,15060,1,True
26244,26115,5341,1,True
26245,26116,1128,1,True
26246,26117,16759,1,True
26247,26118,22054,1,True
26248,26118,22055,1,True
26249,26119,25671,1,True
26250,26120,26121,1,True
26251,26122,25637,1,True
26252,23755,21422,1,True
26253,26123,8305,1,True
26254,26124,16639,1,True
26255,26125,15889,1,True
26256,26126,1128,1,True
26257,24089,5568,1,True
26258,26127,8170,1,True
26259,26128,26129,1,True
26260,26130,26131,1,True
26261,26130,26132,1,True
26262,26133,26110,1,True
26263,26134,23184,1,True
26264,26135,23479,1,True
26265,26136,6949,1,True
26266,26137,25470,1,True
26267,26138,4301,1,True
26268,26139,1841,1,True
26269,26140,20143,1,True
26270,26141,16902,1,True
26271,26142,16759,1,True
26272,26143,22892,1,True
26273,26143,22893,1,True
26274,26144,1128,1,True
26275,26145,15912,1,True
26276,26146,26147,1,True
26277,26148,26149,1,True
26278,26150,18673,1,True
26279,26151,25718,1,True
26280,26152,2059,1,True
26281,26153,17710,1,True
26282,26154,3814,1,True
26283,26155,26156,1,True
