,from, to, weight, directed
7547,8354,381,1,True
7548,8355,8356,1,True
7549,8357,8025,2,True
7550,8357,6981,1,True
7551,8358,696,1,True
7552,8359,8305,1,True
7553,8360,8361,1,True
7554,8362,8363,1,True
7555,8362,448,1,True
7556,8364,8365,1,True
7557,8366,8367,1,True
7558,8368,922,1,True
7559,8369,8305,1,True
7560,8370,8371,1,True
7561,8370,573,1,True
7562,8370,2313,1,True
7563,8370,8372,1,True
7564,8373,8374,1,True
7565,8375,696,1,True
7566,8376,8377,1,True
7567,8378,7524,1,True
7568,8379,7049,1,True
7569,8380,1405,1,True
7570,8381,6501,1,True
7571,8382,8383,1,True
7572,8384,4256,1,True
7573,8385,8386,1,True
7574,8387,8016,1,True
7575,8388,8389,1,True
7576,8390,8391,1,True
7577,8392,6596,1,True
7578,8393,7049,1,True
7579,8394,8395,1,True
7580,8396,8397,1,True
7581,8398,5963,1,True
7582,8399,8317,1,True
7583,8399,8318,1,True
7584,8400,8401,1,True
7585,8400,8402,1,True
7586,8403,7007,1,True
7587,8404,6865,1,True
7588,8405,8406,1,True
7589,8407,7870,1,True
7590,8408,6891,1,True
7591,8408,6892,1,True
7592,8409,6953,1,True
7593,8410,8411,1,True
7594,8412,8206,1,True
7595,8412,8207,1,True
7596,8413,196,1,True
7597,8413,393,1,True
7598,8414,7049,1,True
7599,8415,7098,1,True
7600,8416,6501,1,True
7601,8417,6776,1,True
7602,8418,7624,1,True
7603,8419,3414,1,True
7604,8420,922,1,True
7605,8421,4201,1,True
7606,8421,4202,1,True
7607,8422,8423,1,True
7608,8424,8424,1,True
7609,8425,8426,1,True
7610,8427,7143,1,True
7611,8428,8429,1,True
7612,968,8430,1,True
7613,968,8431,1,True
7614,8432,8106,1,True
7615,8433,6693,1,True
7616,8434,8434,1,True
7617,8434,1875,1,True
7618,8434,815,1,True
7619,8434,1821,1,True
7620,8434,4832,1,True
7621,8434,8435,1,True
7622,8434,2677,1,True
7623,8434,8436,1,True
7624,8434,8437,1,True
7625,8434,8438,1,True
7626,8434,8439,1,True
7627,8434,1740,1,True
7628,8434,8440,1,True
7629,8434,8441,1,True
7630,8442,8443,1,True
7631,8444,7267,1,True
7632,8445,6776,1,True
7633,8446,8447,1,True
7634,8448,7130,1,True
7635,5076,21,1,True
7636,8449,8450,1,True
7637,8449,8451,1,True
7638,8449,8449,1,True
7639,8452,7624,1,True
7640,1429,8453,1,True
7641,8454,6501,1,True
7642,8455,6330,1,True
7643,8456,8305,1,True
7644,8457,8305,1,True
7645,8458,8459,1,True
7646,8460,6596,1,True
7647,8461,8462,1,True
7648,8463,8464,1,True
7649,8465,8305,1,True
7650,8466,6040,1,True
7651,8467,8468,1,True
7652,8467,8469,2,True
7653,8470,8471,1,True
7654,21,8472,1,True
7655,8473,7049,1,True
7656,8474,7481,1,True
7657,8475,8305,1,True
7658,8476,8477,1,True
7659,8478,8479,1,True
7660,8480,7143,1,True
7661,8481,8482,1,True
7662,8481,8483,1,True
7663,8481,8484,1,True
7664,8481,8485,1,True
7665,8481,4210,1,True
7666,8481,309,1,True
7667,8481,8486,1,True
7668,8487,8488,1,True
7669,8489,8305,1,True
7670,8490,114,1,True
7671,8491,8492,1,True
7672,7460,21,1,True
7673,7460,8472,1,True
7674,8493,4883,1,True
7675,8493,4884,1,True
7676,8494,7879,1,True
7677,8495,494,1,True
7678,8496,6953,1,True
7679,8497,8462,1,True
7680,8498,2408,1,True
7681,8499,8500,1,True
7682,8501,8500,1,True
7683,8502,8503,1,True
7684,8504,8505,1,True
7685,8506,8507,1,True
7686,8508,7870,1,True
7687,8509,8510,1,True
7688,8511,6596,1,True
7689,8512,6693,1,True
7690,8513,8514,1,True
7691,30,8515,2,True
7692,494,1250,1,True
7693,8516,8517,1,True
7694,8518,7143,1,True
7695,8519,7143,1,True
7696,8520,8521,1,True
7697,3934,7516,1,True
7698,8522,8523,1,True
7699,8522,8524,1,True
7700,8525,8526,1,True
7701,8527,8528,1,True
7702,8527,8529,1,True
7703,8530,4474,1,True
7704,8529,8531,1,True
7705,8529,8528,1,True
7706,8529,8529,1,True
7707,8532,8533,1,True
7708,8534,922,1,True
7709,8535,7879,1,True
7710,8536,381,2,True
7711,8537,8538,1,True
7712,8539,611,1,True
7713,8539,8540,1,True
7714,8539,8541,1,True
7715,8542,6050,1,True
7716,8543,611,1,True
7717,8543,8540,1,True
7718,8543,8541,1,True
7719,8544,139,1,True
7720,8544,8327,1,True
7721,8544,8328,1,True
7722,8544,8329,1,True
7723,636,8540,1,True
7724,636,8541,1,True
7725,8545,6776,1,True
7726,8546,7395,1,True
7727,8547,1829,1,True
7728,8548,5602,1,True
7729,8549,8482,1,True
7730,8549,8483,1,True
7731,8549,8484,1,True
7732,8549,8485,1,True
7733,8549,4210,1,True
7734,8549,309,1,True
7735,8549,8486,1,True
7736,8550,996,1,True
7737,8551,6596,1,True
7738,8552,8553,1,True
7739,8552,8554,1,True
7740,8555,4647,1,True
7741,8556,8305,1,True
7742,8557,8558,1,True
7743,8557,8559,1,True
7744,8560,8561,1,True
7745,8562,8563,1,True
7746,8564,611,1,True
7747,8564,8540,1,True
7748,8564,8541,1,True
7749,8565,611,1,True
7750,8565,8540,1,True
7751,8565,8541,1,True
7752,8566,8567,1,True
7753,8568,6340,1,True
7754,8569,2901,1,True
7755,8569,3637,1,True
7756,8569,3443,1,True
7757,522,5478,1,True
7758,522,1194,1,True
7759,522,5480,1,True
7760,522,522,1,True
7761,522,8570,1,True
7762,522,8338,1,True
7763,522,8571,1,True
7764,8572,8573,1,True
7765,8574,611,1,True
7766,8574,8540,1,True
7767,8574,8541,1,True
7768,8575,8500,1,True
7769,8576,8577,1,True
7770,8578,611,1,True
7771,8578,8540,1,True
7772,8578,8541,1,True
7773,8579,8538,1,True
7774,8580,8305,1,True
7775,8581,7143,1,True
7776,8582,8583,1,True
7777,8584,8585,1,True
7778,8584,8586,1,True
7779,8587,8588,1,True
7780,8587,8589,1,True
7781,8587,8590,1,True
7782,8591,4783,1,True
7783,8592,611,1,True
7784,8592,8540,1,True
7785,8592,8541,1,True
7786,8593,8305,1,True
7787,8594,6865,1,True
7788,8595,8596,1,True
7789,8597,7052,1,True
7790,8597,7053,1,True
7791,8598,4783,1,True
7792,8599,5289,1,True
7793,8600,611,1,True
7794,8600,8540,1,True
7795,8600,8541,1,True
7796,8601,8602,1,True
7797,8601,8603,1,True
7798,8604,8605,1,True
7799,8606,6277,1,True
7800,8607,8608,1,True
7801,8609,381,1,True
7802,8610,1293,1,True
7803,8611,8612,1,True
7804,8613,8614,1,True
7805,8615,611,1,True
7806,8615,8540,1,True
7807,8615,8541,1,True
7808,8616,4252,1,True
7809,8617,8618,1,True
7810,8619,611,1,True
7811,8619,8540,1,True
7812,8619,8541,1,True
7813,8620,8621,1,True
7814,8620,8622,1,True
7815,8620,8623,1,True
7816,8620,8624,1,True
7817,8625,611,1,True
7818,8625,8540,1,True
7819,8625,8541,1,True
7820,8626,8305,1,True
7821,8627,139,1,True
7822,8627,8628,1,True
7823,8629,6596,1,True
7824,8630,6776,1,True
7825,8631,8632,1,True
7826,8633,4252,1,True
7827,8634,7329,1,True
7828,8635,6336,1,True
7829,8636,8637,1,True
7830,8638,8206,1,True
7831,8638,8207,1,True
7832,8639,8042,1,True
7833,8640,6340,1,True
7834,8641,8642,1,True
7835,8641,8643,1,True
7836,8644,8482,1,True
7837,8644,8485,1,True
7838,8644,4210,1,True
7839,8644,309,1,True
7840,8644,8486,1,True
7841,8645,8646,1,True
7842,8647,7684,1,True
7843,8648,611,1,True
7844,8648,8540,1,True
7845,8648,8541,1,True
7846,8649,8649,1,True
7847,8650,237,1,True
7848,8651,8651,1,True
7849,8651,8652,1,True
7850,8653,1293,1,True
7851,8654,8655,1,True
7852,8656,8656,1,True
7853,8657,611,1,True
7854,8657,8540,1,True
7855,8657,8541,1,True
7856,8658,611,1,True
7857,8658,8540,1,True
7858,8658,8541,1,True
7859,8659,8305,1,True
7860,8660,7222,1,True
7861,8661,8662,1,True
7862,8663,611,1,True
7863,8663,8540,1,True
7864,8663,8541,1,True
7865,8664,5264,1,True
7866,8665,8666,1,True
7867,8665,6751,1,True
7868,8667,8025,1,True
7869,8668,6865,1,True
7870,8669,7870,1,True
7871,8670,365,1,True
7872,8671,8672,1,True
7873,8673,6953,1,True
7874,8674,8675,1,True
7875,8676,8573,1,True
7876,1104,5479,1,True
7877,8677,8678,1,True
7878,8679,8680,1,True
7879,8681,8682,1,True
7880,8681,2112,1,True
7881,8681,8683,1,True
7882,8681,8684,1,True
7883,8681,8685,1,True
7884,8681,1194,1,True
7885,8681,8686,1,True
7886,8681,8687,1,True
7887,8688,6340,1,True
7888,8059,8060,2,True
7889,8689,6497,1,True
7890,8690,922,1,True
7891,8691,611,1,True
7892,8691,8540,1,True
7893,8691,8541,1,True
7894,8692,8693,1,True
7895,8694,8695,1,True
7896,8694,8696,1,True
7897,8694,8697,1,True
7898,8698,611,1,True
7899,8699,611,1,True
7900,8699,8540,1,True
7901,8699,8541,1,True
7902,8700,7182,1,True
7903,8700,7183,1,True
7904,8701,8500,1,True
7905,8702,6953,1,True
7906,8703,8326,1,True
7907,8704,8704,1,True
7908,8705,8305,1,True
7909,5663,611,1,True
7910,5663,8540,1,True
7911,5663,8541,1,True
7912,8706,611,1,True
7913,8706,8540,1,True
7914,8706,8541,1,True
7915,8707,8708,1,True
7916,8709,8305,1,True
7917,8710,3539,1,True
7918,8711,5980,1,True
7919,8711,5981,1,True
7920,8711,5982,1,True
7921,8712,8713,1,True
7922,8714,1293,1,True
7923,8715,5109,1,True
7924,8716,8717,1,True
7925,8718,6457,1,True
7926,8719,8482,1,True
7927,8719,8483,1,True
7928,8719,8484,1,True
7929,8719,8485,1,True
7930,8719,4210,1,True
7931,8719,309,1,True
7932,8719,8486,1,True
7933,8720,7007,1,True
7934,8721,611,1,True
7935,8721,8540,1,True
7936,8721,8541,1,True
7937,8722,6336,1,True
7938,8723,8724,1,True
7939,8725,8726,1,True
7940,8208,8727,1,True
7941,8728,8025,1,True
7942,8729,365,2,True
7943,8730,114,1,True
7944,8731,8250,1,True
7945,8732,611,1,True
7946,8732,8540,1,True
7947,8732,8541,1,True
7948,8733,8734,5,True
7949,8735,7007,1,True
7950,8736,5346,1,True
7951,8737,8738,1,True
7952,8739,8305,1,True
7953,8740,8305,1,True
7954,8741,8742,1,True
7955,8743,7098,1,True
7956,8744,5109,1,True
7957,8745,8500,1,True
7958,8746,8305,1,True
7959,8747,6693,1,True
7960,8748,381,1,True
7961,8749,8750,1,True
7962,8751,8752,1,True
7963,8751,8753,1,True
7964,8754,8755,1,True
7965,8756,8757,1,True
7966,8758,8759,1,True
7967,8760,611,1,True
7968,8760,8540,1,True
7969,8760,8541,1,True
7970,8761,611,1,True
7971,8761,8540,1,True
7972,8761,8541,1,True
7973,8762,8305,1,True
7974,8763,7395,1,True
7975,8764,6501,1,True
7976,8765,8042,1,True
7977,8766,8767,1,True
7978,8768,8769,1,True
7979,8770,8771,1,True
7980,8772,8025,1,True
7981,8773,6238,1,True
7982,8774,7629,1,True
7983,8775,114,1,True
7984,8776,815,1,True
7985,8777,611,1,True
7986,8777,8540,1,True
7987,8777,8541,1,True
7988,8778,8779,1,True
7989,8780,7143,1,True
7990,8781,8782,1,True
7991,8783,8784,1,True
7992,8785,6100,1,True
7993,8785,6101,1,True
7994,8785,6102,1,True
7995,8785,6103,1,True
7996,8785,6104,1,True
7997,8785,2825,1,True
7998,8785,6105,1,True
7999,8785,6106,1,True
8000,8786,8787,1,True
8001,8786,8788,1,True
8002,8789,8317,1,True
8003,8789,8318,1,True
8004,8790,8791,1,True
8005,8792,8500,1,True
8006,8793,7100,1,True
8007,8794,8795,1,True
8008,8796,8797,1,True
8009,8798,8767,1,True
8010,8799,8800,1,True
8011,8801,21,1,True
8012,8801,8472,1,True
8013,8802,534,1,True
8014,8803,8804,1,True
8015,8803,3506,1,True
8016,8805,8806,1,True
8017,8807,8462,1,True
8018,8808,8523,1,True
8019,8808,8524,1,True
8020,8809,611,1,True
8021,8809,8540,1,True
8022,8809,8541,1,True
8023,8810,8811,1,True
8024,8812,8813,1,True
8025,8814,7143,1,True
8026,1617,8540,1,True
8027,1617,8541,1,True
8028,8815,4301,1,True
8029,8816,8317,1,True
8030,8816,8318,1,True
8031,8817,8818,1,True
8032,8819,5152,1,True
8033,8820,638,1,True
8034,8821,8577,1,True
8035,8822,8823,1,True
8036,8822,8824,2,True
8037,8822,762,1,True
8038,8825,8826,1,True
8039,8827,8828,1,True
8040,8827,8829,1,True
8041,8830,611,1,True
8042,8830,8540,1,True
8043,8830,8541,1,True
8044,8831,8305,1,True
8045,8832,4252,1,True
8046,8833,611,1,True
8047,8833,8540,1,True
8048,8833,8541,1,True
8049,8834,8835,1,True
8050,8834,8836,1,True
8051,8837,696,1,True
8052,8838,8839,1,True
8053,8840,8841,1,True
8054,8842,6133,1,True
8055,8843,8844,1,True
8056,8845,8305,1,True
8057,8037,8037,1,True
8058,8846,8305,1,True
8059,8847,8848,1,True
8060,8849,1252,1,True
8061,8850,8851,1,True
8062,8852,6225,1,True
8063,8853,8854,1,True
8064,8855,8856,1,True
8065,8855,5297,1,True
8066,8855,3449,1,True
8067,8855,8857,1,True
8068,8855,8858,1,True
8069,8859,8860,1,True
8070,8861,8861,1,True
8071,8861,8862,1,True
8072,8863,611,1,True
8073,8863,8540,1,True
8074,8863,8541,1,True
8075,8864,8865,1,True
8076,8866,6183,1,True
8077,8866,8867,1,True
8078,8866,8868,1,True
8079,8866,8869,1,True
8080,8866,8870,1,True
8081,8866,8871,1,True
8082,8866,8872,1,True
8083,8866,8873,1,True
8084,8866,8874,1,True
8085,8875,696,1,True
8086,8876,8877,1,True
8087,8878,4977,1,True
8088,8879,237,1,True
8089,8880,6773,1,True
8090,8881,316,1,True
8091,8882,8883,1,True
8092,8882,8884,1,True
8093,8882,8885,1,True
8094,8882,8886,1,True
8095,8882,8887,1,True
8096,8888,8889,1,True
8097,8890,21,1,True
8098,8890,8472,1,True
8099,8891,8618,1,True
8100,8892,4256,1,True
8101,8893,6693,1,True
8102,8894,8895,1,True
8103,8896,3172,1,True
8104,8897,8305,1,True
8105,8898,7143,1,True
8106,8899,114,1,True
8107,8900,7362,1,True
8108,8901,8782,1,True
8109,8902,8903,1,True
8110,8904,7524,1,True
8111,8905,8906,1,True
8112,8907,1832,1,True
8113,8907,1833,1,True
8114,8908,6776,1,True
8115,3,494,1,True
8116,8909,2453,1,True
8117,8909,1875,1,True
8118,8910,4303,1,True
8119,8911,8912,1,True
8120,8913,8914,1,True
8121,6864,8025,1,True
8122,6864,8080,1,True
8123,8915,4301,1,True
8124,8916,7143,1,True
8125,8917,5661,1,True
8126,8918,4783,1,True
8127,8919,8920,1,True
8128,8921,611,1,True
8129,8921,8540,1,True
8130,8921,8541,1,True
8131,8922,8923,1,True
8132,8376,8376,1,True
8133,8924,8336,1,True
8134,8925,8526,1,True
8135,8926,8927,1,True
8136,8928,8928,1,True
8137,8928,8929,2,True
8138,8928,4057,2,True
8139,8928,8930,2,True
8140,8928,8931,1,True
8141,8928,8932,2,True
8142,8928,8933,1,True
8143,8928,8934,1,True
8144,8935,8936,1,True
8145,8937,8317,1,True
8146,8937,8318,1,True
8147,8826,8825,1,True
8148,8826,8826,1,True
8149,8938,8939,1,True
8150,8940,3541,1,True
8151,8941,8942,1,True
8152,8943,8844,1,True
8153,8944,21,1,True
8154,8944,8472,1,True
8155,8945,611,1,True
8156,8945,8540,1,True
8157,8945,8541,1,True
8158,8946,6340,1,True
8159,8947,8948,1,True
8160,8949,6236,1,True
8161,8950,4783,1,True
8162,8951,8526,1,True
8163,8952,7130,1,True
8164,8953,8954,2,True
8165,8953,8955,2,True
8166,8953,8956,2,True
8167,8953,8957,2,True
8168,8953,8958,2,True
8169,8953,611,2,True
8170,8953,8959,2,True
8171,8953,8960,2,True
8172,8953,8961,2,True
8173,8953,8962,2,True
8174,8953,8963,2,True
8175,8953,8229,2,True
8176,8953,8964,2,True
8177,8965,8966,1,True
8178,8175,8174,1,True
8179,8175,8175,1,True
8180,8967,611,1,True
8181,8967,8540,1,True
8182,8967,8541,1,True
8183,8968,7007,1,True
8184,8969,611,1,True
8185,8969,8540,1,True
8186,8969,8541,1,True
8187,8970,8971,1,True
8188,8972,8305,1,True
8189,8973,8974,1,True
8190,8975,8976,1,True
8191,8977,8577,1,True
8192,8978,5152,1,True
8193,8979,8042,1,True
8194,8980,8981,1,True
8195,8982,6776,1,True
8196,8983,8984,1,True
8197,8983,8985,1,True
8198,8986,4301,1,True
8199,8987,8305,1,True
8200,8988,8989,1,True
8201,8990,611,1,True
8202,8990,8540,1,True
8203,8990,8541,1,True
8204,8991,6562,1,True
8205,8991,6563,1,True
8206,8992,5109,1,True
8207,8993,8317,1,True
8208,8993,8318,1,True
8209,8994,8605,1,True
8210,8995,6891,1,True
8211,8995,6892,1,True
8212,8996,611,1,True
8213,8996,8540,1,True
8214,8996,8541,1,True
8215,8997,8928,1,True
8216,8997,8929,1,True
8217,8997,4057,1,True
8218,8997,8930,1,True
8219,8997,8931,1,True
8220,8997,8932,1,True
8221,8997,8933,1,True
8222,8997,8934,1,True
8223,8998,611,1,True
8224,8998,8540,1,True
8225,8998,8541,1,True
8226,8999,7098,1,True
8227,9000,21,1,True
8228,9000,8472,1,True
8229,9001,8577,1,True
8230,9002,8214,2,True
8231,9002,8215,1,True
8232,9002,8216,1,True
8233,9003,6340,1,True
8234,9004,9005,1,True
8235,9006,7818,1,True
8236,9007,196,1,True
8237,9008,6596,1,True
8238,9009,7032,1,True
8239,9010,8902,1,True
8240,9010,8903,1,True
8241,9011,21,1,True
8242,9011,8472,1,True
8243,9012,611,1,True
8244,9012,8540,1,True
8245,9012,8541,1,True
8246,9013,8883,1,True
8247,9013,8884,1,True
8248,9013,8885,1,True
8249,9013,8886,1,True
8250,9013,8887,1,True
8251,9014,4303,1,True
8252,9015,8305,1,True
8253,9016,9017,1,True
8254,9016,9018,1,True
8255,9019,5152,1,True
8256,9020,9021,1,True
8257,9020,9022,1,True
8258,9023,8797,1,True
8259,9024,6255,1,True
8260,9025,2736,2,True
8261,9025,2630,1,True
8262,9026,9027,1,True
8263,9028,9029,1,True
8264,9030,494,1,True
8265,9031,9032,1,True
8266,9033,9034,1,True
8267,9035,9036,1,True
8268,9037,9034,1,True
8269,9038,611,1,True
8270,9038,8540,1,True
8271,9038,8541,1,True
8272,9039,9040,1,True
8273,9041,9034,1,True
8274,9042,9036,1,True
8275,9043,9044,1,True
8276,9045,9046,1,True
8277,9045,9047,1,True
8278,9048,9034,1,True
8279,1172,9049,1,True
8280,9050,309,1,True
8281,9050,9051,1,True
8282,9052,4301,1,True
8283,9053,6501,1,True
8284,9054,9034,2,True
8285,9055,8844,1,True
8286,9056,8124,1,True
8287,9057,9058,1,True
8288,9057,6223,1,True
8289,9057,9059,1,True
8290,9060,9061,1,True
8291,9062,9063,1,True
8292,9064,611,1,True
8293,9064,8540,1,True
8294,9064,8541,1,True
8295,9065,6501,1,True
8296,9066,8939,1,True
8297,9067,6294,1,True
8298,9068,6693,1,True
8299,9069,6773,1,True
8300,9070,9071,1,True
8301,9070,9072,1,True
8302,9073,6953,1,True
8303,9074,9075,1,True
8304,9076,494,2,True
8305,9077,9078,1,True
8306,9079,9079,1,True
8307,9080,9080,1,True
8308,9080,3076,1,True
8309,9081,611,1,True
8310,9081,8540,1,True
8311,9081,8541,1,True
8312,9082,1002,1,True
8313,9082,9083,1,True
8314,9084,9085,1,True
8315,9086,611,1,True
8316,9086,8540,1,True
8317,9086,8541,1,True
8318,9087,1002,1,True
8319,9087,9083,1,True
8320,9088,1002,1,True
8321,9088,9083,1,True
8322,9089,9090,1,True
8323,9091,641,1,True
8324,4995,8971,1,True
8325,9092,8500,1,True
8326,9093,1002,1,True
8327,9093,9083,1,True
8328,9094,8317,1,True
8329,9094,8318,1,True
8330,9095,608,1,True
8331,9095,3912,1,True
8332,9096,8436,1,True
8333,9097,1002,1,True
8334,9097,9083,1,True
8335,9098,9099,1,True
8336,9100,9101,1,True
8337,9102,9103,1,True
8338,9104,196,1,True
8339,9105,9106,1,True
8340,9105,9107,1,True
8341,9105,9105,1,True
8342,9108,9109,1,True
8343,9108,2906,1,True
8344,9108,376,1,True
8345,9108,9110,1,True
8346,9111,5109,1,True
8347,9112,9040,1,True
8348,9113,7066,1,True
8349,1092,1002,1,True
8350,1092,9083,1,True
8351,9114,5289,1,True
8352,9115,1002,1,True
8353,9115,9083,1,True
8354,9116,9108,1,True
8355,9116,9109,1,True
8356,9116,2906,1,True
8357,9116,376,1,True
8358,9116,9110,1,True
8359,9117,9118,1,True
8360,9119,7143,1,True
8361,9120,8436,1,True
8362,9121,9122,1,True
8363,9070,641,1,True
8364,9123,7032,1,True
8365,9124,7402,1,True
8366,9125,611,1,True
8367,9125,8540,1,True
8368,9125,8541,1,True
8369,9126,611,1,True
8370,9126,8540,1,True
8371,9126,8541,1,True
8372,9127,8500,1,True
8373,9128,9129,1,True
8374,9130,9131,1,True
8375,9132,9132,1,True
8376,9133,9134,1,True
8377,9135,718,1,True
8378,9136,316,1,True
8379,9137,9138,1,True
8380,9139,1,1,True
8381,9139,5025,1,True
8382,9139,5026,1,True
8383,9140,9141,1,True
8384,9142,9143,1,True
8385,9144,9145,1,True
8386,9144,9144,1,True
8387,9102,9146,2,True
8388,9102,448,2,True
8389,9147,9148,1,True
8390,9149,9150,1,True
8391,9151,611,1,True
8392,9151,8540,1,True
8393,9151,8541,1,True
8394,9152,9153,1,True
8395,9152,7445,1,True
8396,9154,8577,1,True
8397,9155,447,1,True
8398,9155,448,1,True
8399,9156,447,1,True
8400,9156,448,1,True
8401,7902,1002,1,True
8402,7902,9083,1,True
8403,9157,5289,1,True
8404,9158,447,1,True
8405,9158,448,1,True
8406,9159,9160,1,True
8407,9161,9162,1,True
8408,9163,8675,1,True
8409,9164,4783,1,True
8410,9165,447,1,True
8411,9165,448,1,True
8412,9166,9167,1,True
8413,9168,611,1,True
8414,9168,8540,1,True
8415,9168,8541,1,True
8416,9169,9170,1,True
8417,9171,8124,1,True
8418,9172,8507,1,True
8419,9173,9174,1,True
8420,9173,9175,1,True
8421,21,9176,1,True
8422,9177,6596,1,True
8423,9102,8788,1,True
8424,9102,9178,1,True
8425,9168,9179,1,True
8426,9168,5851,1,True
8427,9180,9181,1,True
8428,9182,9183,1,True
8429,9184,9034,1,True
8430,9185,9181,1,True
8431,9186,1771,1,True
8432,9187,9188,1,True
8433,9189,8305,1,True
8434,9190,8646,1,True
8435,9191,2845,1,True
8436,9192,9193,1,True
8437,9192,9194,1,True
8438,9192,9195,1,True
8439,9196,9197,1,True
8440,9198,4252,1,True
8441,9199,196,1,True
8442,9199,5274,1,True
8443,9200,8573,1,True
8444,9201,9202,1,True
8445,9203,9204,2,True
8446,9203,9205,2,True
8447,9206,1250,1,True
8448,9207,8290,1,True
8449,9208,7624,1,True
8450,9209,8646,1,True
8451,9210,8292,1,True
8452,9210,8293,1,True
8453,9211,9212,1,True
8454,9213,9214,1,True
8455,9215,9216,1,True
8456,9217,9204,1,True
8457,9217,9205,1,True
8458,9218,196,1,True
8459,9218,5274,1,True
8460,9219,2621,1,True
8461,9220,7143,1,True
8462,9221,4252,1,True
8463,9222,196,1,True
8464,9222,5274,1,True
8465,9223,196,1,True
8466,9223,5274,1,True
8467,9224,6776,1,True
8468,9225,4783,1,True
8469,9226,611,1,True
8470,9226,8540,1,True
8471,9226,8541,1,True
8472,9227,611,1,True
8473,9227,8540,1,True
8474,9227,8541,1,True
8475,9228,7244,1,True
8476,9229,6420,1,True
8477,9229,6421,1,True
8478,9229,6422,1,True
8479,9229,6423,1,True
8480,9230,9231,1,True
8481,9232,9233,1,True
8482,9234,139,1,True
8483,9234,140,1,True
8484,9234,141,1,True
8485,9234,142,1,True
8486,9234,143,1,True
8487,9234,144,1,True
8488,9234,145,1,True
8489,9234,146,1,True
8490,9235,9236,1,True
8491,9235,9237,1,True
8492,9235,4072,1,True
8493,9235,9238,1,True
8494,9235,9239,1,True
8495,9235,9240,1,True
8496,9235,9241,1,True
8497,9235,1977,1,True
8498,9235,9242,1,True
8499,9243,9244,1,True
8500,9243,7489,1,True
8501,9245,5109,1,True
8502,9246,9231,1,True
8503,9247,9231,1,True
8504,9248,2261,1,True
8505,9249,7629,1,True
8506,9250,7007,1,True
8507,9251,9252,1,True
8508,9253,9204,1,True
8509,9253,9205,1,True
8510,9254,9254,1,True
8511,9255,9256,1,True
8512,9255,9257,1,True
8513,9258,9259,1,True
8514,9260,9261,1,True
8515,9262,196,1,True
8516,9262,5274,1,True
8517,9263,9231,1,True
8518,9264,9261,1,True
8519,9265,9231,1,True
8520,9266,196,1,True
8521,9266,5274,1,True
8522,9267,9268,1,True
